antecedent,consequent,support,confidence,lift,segment
Organic Strawberries,Bag of Organic Bananas,0.014099725445044725,0.20405024352730067,1.623401423102277,New
Organic Raspberries,Organic Strawberries,0.007244708174652378,0.19644572526416906,2.8429488387051176,New
Organic Raspberries,Bag of Organic Bananas,0.008626339562483393,0.233909702209414,1.8609600110248685,New
Large Lemon,Limes,0.01292,0.1768167510606268,2.7714224304173483,Loyal
Limes,Large Lemon,0.01292,0.2025078369905956,2.771422430417348,Loyal
Limes,Organic Avocado,0.01022,0.1601880877742947,1.8899019322120656,Loyal
Organic Yellow Onion,Organic Baby Spinach,0.00827,0.1730125523012552,1.612268682333941,Loyal
Organic Yellow Onion,Organic Hass Avocado,0.00818,0.1711297071129707,2.032177973078859,Loyal
Bunched Cilantro,Limes,0.00617,0.2688453159041394,4.213876424829771,Loyal
Organic Unsweetened Almond Milk,Bag of Organic Bananas,0.00519,0.23346828609986506,1.5410447927383832,Loyal
Organic Hass Avocado,Bag of Organic Bananas,0.02241,0.26612041325258284,1.7565703845054974,Loyal
Organic Hass Avocado,Organic Strawberries,0.01414,0.16791354945968415,1.604218491064146,Loyal
Organic Hass Avocado,Organic Baby Spinach,0.01365,0.16209476309226936,1.5105280317982421,Loyal
Large Lemon,Organic Avocado,0.012,0.16422608457643356,1.9375422908970452,Loyal
Organic Raspberries,Organic Hass Avocado,0.00871,0.1650871872630781,1.9604226013903114,Loyal
Organic Raspberries,Bag of Organic Bananas,0.01466,0.2778620166793025,1.834072717355132,Loyal
Organic Raspberries,Organic Strawberries,0.0122,0.2312357846853677,2.20918873302157,Loyal
Organic Zucchini,Organic Hass Avocado,0.00686,0.15254614187235935,1.8114967565889961,Loyal
Organic Zucchini,Organic Baby Spinach,0.00876,0.19479653102068045,1.8152691363403266,Loyal
Honeycrisp Apple,Banana,0.01325,0.35399412236174194,1.652787946408357,Loyal
Seedless Red Grapes,Banana,0.01069,0.29579413392363035,1.3810539449231036,Loyal
Seedless Red Grapes,Organic Strawberries,0.00549,0.1519092418372994,1.4513159629053158,Loyal
Blueberries,Banana,0.00806,0.29502196193265007,1.377448697042908,Loyal
Sparkling Water Grapefruit,Lime Sparkling Water,0.00537,0.15303505272157308,7.029630350095227,Loyal
Lime Sparkling Water,Sparkling Water Grapefruit,0.00537,0.2466697289848415,7.029630350095226,Loyal
Organic Whole Milk,Organic Strawberries,0.00803,0.15495947510613664,1.4804573909060537,Loyal
Apple Honeycrisp Organic,Organic Hass Avocado,0.00546,0.1724573594440935,2.0479439430482542,Loyal
Apple Honeycrisp Organic,Bag of Organic Bananas,0.00814,0.25710675931775107,1.69707431892905,Loyal
Apple Honeycrisp Organic,Organic Strawberries,0.00535,0.1689829437776374,1.6144353088529415,Loyal
Bag of Organic Bananas,Organic Strawberries,0.02311,0.15254125412541253,1.4573541045706748,Loyal
Organic Strawberries,Bag of Organic Bananas,0.02311,0.22078914684245723,1.4573541045706748,Loyal
Organic Blueberries,Organic Strawberries,0.01017,0.22346736980883322,2.1349705723591597,Loyal
Organic Blueberries,Bag of Organic Bananas,0.00907,0.1992968578334432,1.3154908107818033,Loyal
Organic Lemon,Organic Strawberries,0.00614,0.16702937976060933,1.5957712788822904,Loyal
Organic Lemon,Organic Hass Avocado,0.00861,0.2342219804134929,2.781403401181486,Loyal
Organic Lemon,Bag of Organic Bananas,0.00849,0.23095756256800867,1.5244723601848758,Loyal
Organic Lemon,Organic Baby Spinach,0.00586,0.15941240478781282,1.4855316819291102,Loyal
Fresh Cauliflower,Organic Baby Spinach,0.00539,0.17736097400460676,1.652790737159694,Loyal
Strawberries,Banana,0.01868,0.2787643635278316,1.3015424574088692,Loyal
Organic Small Bunch Celery,Bag of Organic Bananas,0.00624,0.2050607952678278,1.3535366024279063,Loyal
Organic Small Bunch Celery,Organic Baby Spinach,0.00585,0.19224449556358858,1.791487238501431,Loyal
Organic Tomato Cluster,Bag of Organic Bananas,0.00611,0.2175925925925926,1.4362547365847695,Loyal
Organic Tomato Cluster,Organic Hass Avocado,0.00545,0.19408831908831908,2.3048131942562535,Loyal
Organic Avocado,Banana,0.02375,0.28020292590844736,1.3082590620433623,Loyal
Organic Avocado,Organic Baby Spinach,0.01401,0.16529023124115147,1.5403059476390968,Loyal
Organic Grape Tomatoes,Organic Baby Spinach,0.00685,0.17969569779643232,1.6745475519190414,Loyal
Organic Grape Tomatoes,Organic Strawberries,0.00633,0.1660545645330535,1.586458054199422,Loyal
Organic Grape Tomatoes,Organic Avocado,0.00594,0.1558237145855194,1.8384109790646461,Loyal
Organic Cucumber,Organic Strawberries,0.0064,0.1915020945541592,1.8295795791932665,Loyal
Organic Cucumber,Organic Baby Spinach,0.00631,0.18880909634949133,1.7594734540070014,Loyal
Organic Cucumber,Organic Hass Avocado,0.00653,0.19539198084979056,2.3202942744304784,Loyal
Organic Cucumber,Bag of Organic Bananas,0.00877,0.2624177139437463,1.7321301250412298,Loyal
Organic D'Anjou Pears,Bag of Organic Bananas,0.00501,0.27725511898173766,1.8300667919586644,Loyal
Organic Baby Arugula,Organic Baby Spinach,0.00567,0.17286585365853657,1.6109016276072738,Loyal
Organic Baby Carrots,Organic Baby Spinach,0.00571,0.1672524897480961,1.5585918343872527,Loyal
Organic Baby Carrots,Bag of Organic Bananas,0.00681,0.19947275922671356,1.3166518760839179,Loyal
Organic Baby Carrots,Organic Strawberries,0.00581,0.17018160515524314,1.6258871229124212,Loyal
Unsweetened Original Almond Breeze Almond Milk,Banana,0.00529,0.29339988907376596,1.3698752874860676,Loyal
Organic Yellow Onion,Organic Garlic,0.00922,0.19288702928870294,4.08399384477457,Loyal
Organic Garlic,Organic Yellow Onion,0.00922,0.19521490578022443,4.08399384477457,Loyal
Organic Garlic,Organic Hass Avocado,0.00717,0.15181029006987085,1.802758461820103,Loyal
Organic Garlic,Organic Baby Spinach,0.00922,0.19521490578022443,1.8191678853809006,Loyal
Jalapeno Peppers,Limes,0.00555,0.27152641878669276,4.255899980982646,Loyal
Michigan Organic Kale,Organic Baby Spinach,0.00618,0.1975071907957814,1.8405292218412208,Loyal
Michigan Organic Kale,Organic Avocado,0.00504,0.16107382550335572,1.900351881823451,Loyal
Organic Cilantro,Organic Hass Avocado,0.00519,0.16845180136319376,2.000377643548198,Loyal
Organic Cilantro,Organic Baby Spinach,0.00529,0.17169750081142487,1.6000139857555202,Loyal
Organic Cilantro,Bag of Organic Bananas,0.00621,0.20155793573515093,1.3304154173937355,Loyal
Organic Cilantro,Limes,0.00761,0.24699772801038622,3.871437743109502,Loyal
Organic Red Onion,Organic Baby Spinach,0.00552,0.1786407766990291,1.6647169574040548,Loyal
Organic Gala Apples,Bag of Organic Bananas,0.00644,0.23896103896103896,1.5773005872015773,Loyal
Organic Fuji Apple,Banana,0.01471,0.3624045331362405,1.6920559022142145,Loyal
Asparagus,Organic Baby Spinach,0.005,0.16041065126724416,1.494834137240184,Loyal
Asparagus,Organic Avocado,0.00509,0.16329804299005454,1.9265932396183876,Loyal
Cucumber Kirby,Banana,0.01476,0.3167381974248927,1.4788411496166434,Loyal
Cucumber Kirby,Organic Baby Spinach,0.00749,0.16072961373390557,1.4978064834023443,Loyal
Cucumber Kirby,Organic Avocado,0.00793,0.17017167381974246,2.0076884594117796,Loyal
Yellow Onions,Banana,0.01085,0.27963917525773196,1.3056269271534782,Loyal
Raspberries,Strawberries,0.00557,0.22253296044746307,3.320891813870513,Loyal
Broccoli Crown,Banana,0.00629,0.30924287118977384,1.4438456960956851,Loyal
Organic Large Extra Fancy Fuji Apple,Bag of Organic Bananas,0.00845,0.2904778274321072,1.9173453955914668,Loyal
Organic Large Extra Fancy Fuji Apple,Organic Strawberries,0.00542,0.18631832244757648,1.7800546713248924,Loyal
Organic Hass Avocado,Bag of Organic Bananas,0.01128,0.1950544699982708,1.6464461044844332,Lost
Organic Avocado,Banana,0.01982,0.25580795043882293,1.337557910791231,Lost
Organic Baby Spinach,Bag of Organic Bananas,0.0143,0.15790636042402828,1.33288056405865,Lost
Honeycrisp Apple,Banana,0.00937,0.3412235979606701,1.784175675611347,Lost
Organic Strawberries,Bag of Organic Bananas,0.01302,0.17113564668769718,1.4445483809208843,Lost
Organic Garlic,Organic Baby Spinach,0.0059,0.16876430205949658,1.863563406134017,Lost
Organic Yellow Onion,Organic Garlic,0.00612,0.1638993036957686,4.688195185805738,Lost
Organic Garlic,Organic Yellow Onion,0.00612,0.17505720823798626,4.688195185805738,Lost
Bunched Cilantro,Limes,0.00616,0.25101874490627546,4.662309526491001,Lost
Organic Fuji Apple,Banana,0.01136,0.3240159726183685,1.6942011640176131,Lost
Organic Raspberries,Organic Strawberries,0.00555,0.17066420664206644,2.2432203817306315,Lost
Organic Raspberries,Bag of Organic Bananas,0.00682,0.2097170971709717,1.7702126881993052,Lost
Seedless Red Grapes,Banana,0.00751,0.2614902506963788,1.367269284686948,Lost
Blueberries,Banana,0.0071,0.2724481964696854,1.4245657331748254,Lost
Organic Cilantro,Limes,0.00551,0.22987067167292446,4.269514704177646,Lost
Large Lemon,Limes,0.01038,0.1535730137594319,2.852396243674441,Lost
Limes,Large Lemon,0.01038,0.19279346210995543,2.852396243674441,Lost
Limes,Organic Avocado,0.00809,0.15026002971768201,1.9393395678585703,Lost
Organic Blueberries,Bag of Organic Bananas,0.00652,0.16464646464646462,1.3897734839745473,Lost
Organic Blueberries,Organic Strawberries,0.00734,0.18535353535353535,2.436297783300938,Lost
Organic Zucchini,Organic Baby Spinach,0.00545,0.1606248157972296,1.7736839200224115,Lost
Red Peppers,Banana,0.00603,0.26412614980289095,1.3810517636752468,Lost
Cucumber Kirby,Banana,0.01232,0.27660529860799277,1.446302214943753,Lost
Cucumber Kirby,Organic Avocado,0.00696,0.15626403233048944,2.0168305669913456,Lost
100% Whole Wheat Bread,Banana,0.00677,0.2539384846211553,1.327782926123688,Lost
Hass Avocados,Bag of Organic Bananas,0.0051,0.1954771943273285,1.6500143017416096,Lost
Organic Blueberries,Organic Strawberries,0.006842800153324152,0.17098261794962752,2.4894263385187707,Promising
Organic Blueberries,Bag of Organic Bananas,0.00699896364230043,0.17488471089038668,1.344836697642789,Promising
Organic Hass Avocado,Bag of Organic Bananas,0.012862192819318843,0.23112244897959183,1.7772963082612958,Promising
Organic Strawberries,Bag of Organic Bananas,0.013160323116455373,0.19160810252170318,1.4734370233107261,Promising
Organic Cilantro,Limes,0.005437328752537656,0.2045940170940171,4.50496966867317,Promising
Limes,Large Lemon,0.007396470705149136,0.1628633948108784,2.816581062382387,Promising
Organic Fuji Apple,Banana,0.010136430102642003,0.30962705984388555,1.7347932284714804,Promising
Honeycrisp Apple,Banana,0.007183520492908758,0.2918108419838524,1.6349716750318626,Promising
Apple Honeycrisp Organic,Bag of Organic Bananas,0.0051817884978492025,0.24172185430463575,1.8588041152144366,Promising
Organic Whole Milk,Bag of Organic Bananas,0.006402703048027371,0.17154811715481172,1.319178801775959,Promising
Organic Raspberries,Bag of Organic Bananas,0.008205681511662573,0.20657612580414583,1.588538834663562,Promising
Organic Raspberries,Organic Strawberries,0.006132966112522892,0.15439599714081487,2.2479329563046417,Promising
Organic Lemon,Bag of Organic Bananas,0.0052385752211133035,0.20672268907563024,1.5896658838207771,Promising
"Clementines, Bag",Banana,0.005125001774585102,0.3028523489932886,1.6968355560561768,Promising
Organic Baby Carrots,Organic Baby Spinach,0.016609496298970933,0.25,1.3090141796083727,High_Check
Organic Baby Carrots,Organic Hass Avocado,0.011606014494622547,0.17468944099378883,1.3116254251843869,High_Check
"Bag of Organic Bananas, Organic Baby Carrots",Organic Strawberries,0.005132437520955304,0.31942215088282505,1.760476909193998,High_Check
"Organic Baby Carrots, Organic Strawberries",Bag of Organic Bananas,0.005132437520955304,0.32892561983471075,1.5973738799913877,High_Check
Banana,Strawberries,0.04815206458102288,0.189005871633934,1.3553402368896843,High_Check
Strawberries,Banana,0.04815206458102288,0.34529313852413535,1.355340236889684,High_Check
"Organic Baby Spinach, Strawberries",Banana,0.008046836716271632,0.3557582668187001,1.3964178254061004,High_Check
"Organic Avocado, Strawberries",Banana,0.008227374719521317,0.42761394101876676,1.678464804122357,High_Check
"Organic Baby Spinach, Strawberries",Organic Avocado,0.005880380677275423,0.25997719498289623,1.7030065519634796,High_Check
"Organic Avocado, Strawberries",Organic Baby Spinach,0.005880380677275423,0.30563002680965146,1.6002961552316834,High_Check
Bag of Organic Bananas,Organic Strawberries,0.048900007737342994,0.2374749498997996,1.3088295994975023,High_Check
Organic Strawberries,Bag of Organic Bananas,0.048900007737342994,0.2695095948827292,1.3088295994975023,High_Check
"Bag of Organic Bananas, Organic Baby Spinach",Organic Strawberries,0.011451267634694246,0.2605633802816901,1.4360801625674444,High_Check
"Organic Baby Spinach, Organic Strawberries",Bag of Organic Bananas,0.011451267634694246,0.30662983425414364,1.4890980164749388,High_Check
Organic Cilantro,Organic Avocado,0.012018672787764681,0.2109551833408782,1.3818829740962784,High_Check
Organic Cilantro,Organic Garlic,0.01170917906790808,0.20552286102308737,2.1142843965105245,High_Check
Organic Cilantro,Limes,0.017821680035075955,0.3128112267994568,2.6916621608289697,High_Check
Limes,Organic Cilantro,0.017821680035075955,0.15335108743897027,2.6916621608289697,High_Check
Organic Cilantro,Organic Baby Spinach,0.015345730276223145,0.2693526482571299,1.4103457435345979,High_Check
Organic Cilantro,Organic Hass Avocado,0.011451267634694246,0.20099592575826164,1.5091431118174048,High_Check
Organic Cilantro,Organic Yellow Onion,0.009929590178732623,0.17428700769578992,1.9440823214582459,High_Check
Organic Cilantro,Organic Red Onion,0.008665824155984835,0.15210502489814395,2.618813557005211,High_Check
"Limes, Organic Cilantro",Organic Baby Spinach,0.005158228664276687,0.2894356005788712,1.5155012209648309,High_Check
"Organic Baby Spinach, Organic Cilantro",Limes,0.005158228664276687,0.3361344537815126,2.8923526800866814,High_Check
"Limes, Organic Baby Spinach",Organic Cilantro,0.005158228664276687,0.18744142455482662,3.2900255112106347,High_Check
Organic Ginger Root,Organic Cilantro,0.006834652980166611,0.1724137931034483,3.026256224535989,High_Check
Organic Ginger Root,Limes,0.008897944445877286,0.22446324007807417,1.9314498907117552,High_Check
Organic Ginger Root,Organic Baby Spinach,0.011296520774765945,0.2849707221860768,1.492122864459251,High_Check
Organic Ginger Root,Organic Hass Avocado,0.008072627859593015,0.2036434612882238,1.5290216739985092,High_Check
Organic Ginger Root,Organic Garlic,0.010909653624945195,0.27521145087833443,2.831194901805694,High_Check
Organic Ginger Root,Organic Yellow Onion,0.007169937843344595,0.18087182823682496,2.0175326226197967,High_Check
Organic Ginger Root,Large Lemon,0.007092564413380445,0.1789199739752765,1.3305071252288831,High_Check
Organic Ginger Root,Organic Small Bunch Celery,0.006576741546952776,0.16590761223162,2.696033465656581,High_Check
Garlic,Large Lemon,0.009130064735769737,0.23726541554959787,1.7643828072697658,High_Check
Garlic,Yellow Onions,0.007040982126737678,0.1829758713136729,2.8618489142577808,High_Check
Garlic,Limes,0.008356330436128233,0.2171581769436997,1.8685916543803969,High_Check
Blueberries,Banana,0.013798261676940139,0.3624661246612466,1.4227474237184161,High_Check
Blueberries,Strawberries,0.011451267634694246,0.3008130081300813,2.157096867806111,High_Check
Jalapeno Peppers,Organic Cilantro,0.00502927294766977,0.16049382716049382,2.817033571975476,High_Check
Jalapeno Peppers,Limes,0.010677533335052744,0.34074074074074073,2.9319886242212028,High_Check
Jalapeno Peppers,Organic Avocado,0.0069893998400949115,0.22304526748971193,1.461080276462004,High_Check
Jalapeno Peppers,Large Lemon,0.0071183555567018286,0.22716049382716047,1.6892393224320088,High_Check
Jalapeno Peppers,Organic Garlic,0.0060093363938823405,0.19176954732510285,1.972799325666281,High_Check
Organic Carrot Bunch,Large Lemon,0.005338766667526372,0.1803135888501742,1.3408704987510174,High_Check
Organic Carrot Bunch,Organic Small Bunch Celery,0.00502927294766977,0.16986062717770034,2.760270786907366,High_Check
Organic Carrot Bunch,Bag of Organic Bananas,0.00884636215923452,0.29878048780487804,1.45097893958649,High_Check
Organic Carrot Bunch,Organic Garlic,0.005416140097490522,0.18292682926829268,1.8818312420322398,High_Check
Organic Carrot Bunch,Organic Hass Avocado,0.005441931240811905,0.1837979094076655,1.380014783397253,High_Check
Organic Carrot Bunch,Limes,0.005106646377633921,0.17247386759581881,1.484094378227404,High_Check
Organic Carrot Bunch,Organic Yellow Onion,0.005467722384133289,0.18466898954703834,2.0598880125740267,High_Check
Large Lemon,Organic Avocado,0.030794625125731823,0.22899884925201383,1.5000798077459594,High_Check
Organic Avocado,Large Lemon,0.030794625125731823,0.20172326406487584,1.5000798077459592,High_Check
"Bag of Organic Bananas, Large Lemon",Organic Baby Spinach,0.006293038970417559,0.25738396624472576,1.3476770456727551,High_Check
"Banana, Large Lemon",Organic Avocado,0.010574368761767209,0.26298909557408595,1.722736307263733,High_Check
"Banana, Organic Avocado",Large Lemon,0.010574368761767209,0.20603015075376885,1.5321072181004756,High_Check
"Large Lemon, Organic Avocado",Banana,0.010574368761767209,0.34338358458961477,1.34784488006612,High_Check
"Banana, Large Lemon",Strawberries,0.007402058133237047,0.18409236690186018,1.320106036967972,High_Check
"Large Lemon, Strawberries",Banana,0.007402058133237047,0.38888888888888895,1.5264617218960206,High_Check
"Banana, Organic Baby Spinach",Large Lemon,0.010084337038660924,0.1978744939271255,1.4714591010810198,High_Check
"Banana, Large Lemon",Organic Baby Spinach,0.010084337038660924,0.2508017960230917,1.3132124290618954,High_Check
"Large Lemon, Organic Baby Spinach",Organic Avocado,0.009516931885590487,0.30982367758186397,2.0295309090862665,High_Check
"Organic Avocado, Organic Baby Spinach",Large Lemon,0.009516931885590487,0.23745173745173742,1.7657683575405094,High_Check
"Large Lemon, Organic Avocado",Organic Baby Spinach,0.009516931885590487,0.3090452261306532,1.618178332581204,High_Check
"Large Lemon, Organic Strawberries",Banana,0.007298893559951513,0.35642317380352645,1.3990277098485657,High_Check
"Large Lemon, Organic Strawberries",Organic Baby Spinach,0.005184019807598071,0.2531486146095718,1.3255005042885788,High_Check
Organic Yellow Onion,Organic Hass Avocado,0.018337502901503624,0.20454545454545453,1.5357941342159,High_Check
Organic Yellow Onion,Limes,0.015655223996079746,0.1746260069044879,1.5026129972720172,High_Check
Organic Yellow Onion,Organic Baby Spinach,0.022489876976246357,0.2508630609896433,1.3135332159016122,High_Check
Organic Yellow Onion,Organic Garlic,0.023005699842674025,0.25661680092059835,2.639905338841698,High_Check
Organic Garlic,Organic Yellow Onion,0.023005699842674025,0.2366675510745556,2.6399053388416984,High_Check
"Bag of Organic Bananas, Organic Yellow Onion",Organic Hass Avocado,0.006705697263559693,0.29017857142857145,2.1787555673896204,High_Check
"Organic Hass Avocado, Organic Yellow Onion",Bag of Organic Bananas,0.006705697263559693,0.3656821378340365,1.7758759431662197,High_Check
"Bag of Organic Bananas, Organic Hass Avocado",Organic Yellow Onion,0.006705697263559693,0.15384615384615385,1.71607506417633,High_Check
"Organic Hass Avocado, Organic Yellow Onion",Organic Garlic,0.005312975524204988,0.28973277074542897,2.9805807164002434,High_Check
"Organic Garlic, Organic Hass Avocado",Organic Yellow Onion,0.005312975524204988,0.2947067238912732,3.287302590746932,High_Check
"Organic Garlic, Organic Yellow Onion",Organic Hass Avocado,0.005312975524204988,0.23094170403587444,1.7339858037534779,High_Check
"Organic Hass Avocado, Organic Yellow Onion",Organic Baby Spinach,0.005080855234312537,0.2770745428973277,1.450778021844441,High_Check
"Organic Baby Spinach, Organic Yellow Onion",Organic Hass Avocado,0.005080855234312537,0.22591743119266053,1.6962619209204157,High_Check
"Organic Baby Spinach, Organic Hass Avocado",Organic Yellow Onion,0.005080855234312537,0.17341549295774647,1.9343610208431254,High_Check
"Limes, Organic Yellow Onion",Organic Garlic,0.005209810950919454,0.33278418451400327,3.423465424823945,High_Check
"Organic Garlic, Organic Yellow Onion",Limes,0.005209810950919454,0.226457399103139,1.9486091290337346,High_Check
"Limes, Organic Garlic",Organic Yellow Onion,0.005209810950919454,0.25997425997425994,2.899879741651893,High_Check
"Bag of Organic Bananas, Organic Yellow Onion",Organic Baby Spinach,0.00660253269027416,0.28571428571428575,1.4960162052667119,High_Check
"Organic Baby Spinach, Organic Yellow Onion",Bag of Organic Bananas,0.00660253269027416,0.29357798165137616,1.425713812946995,High_Check
"Bag of Organic Bananas, Organic Baby Spinach",Organic Yellow Onion,0.00660253269027416,0.15023474178403756,1.675791611965618,High_Check
"Organic Garlic, Organic Yellow Onion",Organic Baby Spinach,0.006396203543703093,0.27802690582959644,1.4557646481743338,High_Check
"Organic Baby Spinach, Organic Yellow Onion",Organic Garlic,0.006396203543703093,0.28440366972477066,2.925758420333917,High_Check
"Organic Baby Spinach, Organic Garlic",Organic Yellow Onion,0.006396203543703093,0.2512664640324215,2.802748737033682,High_Check
"Organic Hass Avocado, Organic Yellow Onion",Organic Strawberries,0.005106646377633921,0.2784810126582279,1.5348321682725614,High_Check
"Organic Strawberries, Organic Yellow Onion",Organic Hass Avocado,0.005106646377633921,0.2824536376604851,2.120754239544924,High_Check
"Organic Hass Avocado, Organic Strawberries",Organic Yellow Onion,0.005106646377633921,0.1550509005481598,1.7295133967070768,High_Check
"Bag of Organic Bananas, Organic Yellow Onion",Organic Strawberries,0.006164083253810642,0.26674107142857145,1.4701281538734898,High_Check
"Organic Strawberries, Organic Yellow Onion",Bag of Organic Bananas,0.006164083253810642,0.340941512125535,1.6557271104262734,High_Check
"Bag of Organic Bananas, Organic Yellow Onion",Organic Garlic,0.006293038970417559,0.2723214285714286,2.801464247811091,High_Check
"Organic Garlic, Organic Yellow Onion",Bag of Organic Bananas,0.006293038970417559,0.273542600896861,1.3284152385488466,High_Check
"Bag of Organic Bananas, Organic Garlic",Organic Yellow Onion,0.006293038970417559,0.2904761904761905,3.2401131568853088,High_Check
Fresh Cauliflower,Organic Yellow Onion,0.008949526732520053,0.15212626041209995,1.6968905336473967,High_Check
Fresh Cauliflower,Organic Zucchini,0.009491140742269104,0.16133274879438841,1.8949877821886767,High_Check
Fresh Cauliflower,Organic Garlic,0.009387976168983571,0.1595791319596668,1.6416454453362062,High_Check
Fresh Cauliflower,Organic Hass Avocado,0.010187501611946457,0.1731696624287593,1.3002144309353765,High_Check
Fresh Cauliflower,Limes,0.009181647022412504,0.15607189829022358,1.342959545585184,High_Check
